sourcename sourcefeature sourcetype userid first_login_time first_login_usertype chuo_status first_chuo_bin youe_status fb_status cj_status allcj_status
广点通 regsourceid=dae015 app 83416738 2018-05-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 42257567 2018-05-31 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 83758851 2018-05-24 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 35273182 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84947937 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84347406 2018-06-03 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 31000404 2018-06-07 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 74269873 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83967935 2018-05-27 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 72495555 2018-05-25 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 41468583 2018-06-02 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 61365826 2018-05-28 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae148 app 70698160 2018-06-10 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 48699576 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 67218369 2018-05-31 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 43663560 2018-05-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85930858 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83886571 2018-05-29 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae046 app 68512848 2018-05-23 有额未发标 0 NA 0 0 0 1
百融白名单 regsourceid=dae022 app 38890014 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 76467024 2018-05-30 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 85808991 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84988433 2018-06-09 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 74458004 2018-06-03 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae213 app 77772651 2018-06-17 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 80110611 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 55588248 2018-05-21 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 85742927 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84446970 2018-06-03 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae044 app 33662578 2018-05-27 纯新 0 NA 0 0 0 1
拍拍贷订阅号 regsourceid=dae253 app 26381351 2018-06-19 成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 82901132 2018-06-21 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 85206919 2018-06-14 纯新 0 NA 0 0 0 1
资产大额M站九格 regsourceid=zcdaejiuge M 85359237 2018-06-14 纯新 0 NA 0 0 0 0
APP资产大额还呗 regsourceid=dae129 app 54713934 2018-06-03 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85131658 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae045 app 82968314 2018-06-04 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 73854614 2018-06-19 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 78040918 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 71859468 2018-06-07 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 71832866 2018-06-20 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 74004703 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83754274 2018-06-06 发标未成交 0 NA 0 0 0 1
广点通 app_feature=dae181_1052 app 48580260 2018-06-10 有额未发标 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 84915499 2018-06-08 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 77966939 2018-05-18 发标未成交 0 NA 0 0 0 1
陌陌信息流大额 regsourceid=dae040 app 85930502 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 82264059 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83972234 2018-05-27 纯新 0 NA 0 0 0 1
百度SEM-MB大额 regsourceid=daebaidumb01 app 71717714 2018-06-01 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 61918733 2018-06-15 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 43179056 2018-06-18 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 80717312 2018-05-27 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 82292968 2018-06-23 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae016 app 84912707 2018-06-08 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 60838928 2018-06-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 26360667 2018-06-07 成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 86082590 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85160310 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 57095852 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 79851759 2018-05-17 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae296 app 80904309 2018-06-19 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 84126652 2018-06-20 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 53754293 2018-06-10 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 69726220 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae047 app 83187540 2018-06-10 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae016 app 84854235 2018-06-08 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 69578268 2018-06-09 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 46088017 2018-06-20 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 85530357 2018-06-16 纯新 0 NA 0 0 0 0
大额亿玛dsp2 regsourceid=dae212 app 86067506 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae006 app 82990394 2018-06-09 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 86027264 2018-06-22 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 61071167 2018-05-29 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 71346345 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae148 app 43682318 2018-06-23 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85319196 2018-06-13 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 48225812 2018-06-08 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 84371219 2018-06-14 发标未成交 1 6 0 0 0 0
广点通 regsourceid=dae012 app 84096277 2018-06-14 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae069 app 51195305 2018-05-29 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 70499491 2018-05-23 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 19288926 2018-06-21 成交 0 NA 0 0 0 0
广点通 regsourceid=dae066 app 85093024 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 61900410 2018-06-19 成交 1 16 0 0 0 0
广点通 regsourceid=dae015 app 73203991 2018-05-20 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 85222427 2018-06-13 纯新 1 9 0 0 0 0
广点通 regsourceid=dae046 app 74235619 2018-06-08 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 84865938 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83651729 2018-05-22 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 64342159 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 75570921 2018-06-03 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 53957448 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83633568 2018-05-22 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=dae035 app 85448478 2018-06-16 纯新 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 74541945 2018-06-15 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 66416901 2018-06-23 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 78790217 2018-06-14 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 85856026 2018-06-20 纯新 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 85050611 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84739330 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae055 app 84432971 2018-06-02 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 85661751 2018-06-18 纯新 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 57554930 2018-06-12 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 59406143 2018-06-14 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 84063469 2018-05-29 发标未成交 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 33721706 2018-06-23 纯新 1 2 0 0 0 0
大额优借 regsourceid=dae249 app 21981765 2018-06-16 发标未成交 1 1 1 1 0 0
资产大额淘钱宝 regsourceid=dae096 app 46226683 2018-05-13 戳额无额度 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 55790925 2018-06-19 发标未成交 1 2 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 21004714 2018-05-06 发标未成交 1 3 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85076511 2018-06-10 纯新 0 NA 0 0 0 1
广点通 app_feature=dae182_1052 app 47655127 2018-06-09 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 33265451 2018-06-21 戳额无额度 1 4 0 0 0 0
广点通 app_feature=dae184_1052 app 44210757 2018-06-07 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 81925452 2018-05-14 戳额无额度 1 1 0 0 0 0
广点通 regsourceid=dae016 app 83556317 2018-05-21 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 86105690 2018-06-23 纯新 1 13 0 0 0 1
广点通 regsourceid=dae016 app 80176887 2018-05-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83341090 2018-05-18 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 55169198 2018-06-21 纯新 1 2 1 0 0 0
广点通 regsourceid=dae154 app 35830810 2018-06-17 发标未成交 1 3 0 0 0 1
亿玛dsp app_feature=dae136_1052 app 55262550 2018-06-21 发标未成交 1 5 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 56119891 2018-05-24 发标未成交 1 19 0 0 0 0
广点通 app_feature=dae181_1052 app 85831929 2018-06-20 纯新 0 NA 0 0 0 1
亿玛dsp app_feature=dae139_1052 app 85964641 2018-06-21 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 64819407 2018-06-05 成交 0 NA 0 0 0 0
广点通 regsourceid=dae061 app 84583226 2018-06-04 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 84689104 2018-06-06 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 85677959 2018-06-21 纯新 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 34410400 2018-06-15 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 82938924 2018-06-22 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 81647420 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83324148 2018-05-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83694999 2018-05-28 纯新 0 NA 0 0 0 1
陌陌信息流大额 regsourceid=dae040 app 61233478 2018-06-03 戳额无额度 0 NA 0 0 0 0
资产大额九格网络 regsourceid=dae100 app 82865965 2018-05-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae061 app 73523159 2018-06-17 有额未发标 0 NA 0 0 0 0
今日头条大额 regsourceid=dae260 app 84687870 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 35561026 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 68367818 2018-06-04 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 85741434 2018-06-20 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae302 app 26968398 2018-06-21 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 66552755 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 85105992 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 73345725 2018-06-10 发标未成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 49509463 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae067 app 57767135 2018-06-10 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 84950557 2018-06-09 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 68968267 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 53917864 2018-06-09 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 85137453 2018-06-11 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 62893214 2018-06-18 纯新 0 NA 0 0 0 0
百融白名单 regsourceid=dae022 app 51362645 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 85249831 2018-06-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 67678696 2018-06-17 纯新 0 NA 0 0 0 0
APP资产大额51卡宝 regsourceid=dae116 app 75623877 2018-06-11 纯新 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 44755229 2018-06-06 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82267200 2018-05-24 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 80995970 2018-05-26 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 50259766 2018-06-07 发标未成交 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 85197337 2018-06-22 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 67877913 2018-05-10 发标未成交 0 NA 0 0 0 0
百融 regsourceid=dae132 app 84250522 2018-06-22 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 42956614 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 59374175 2018-05-18 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 67792664 2018-06-20 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 32602918 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85803812 2018-06-20 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 85014605 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83487954 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae061 app 85331593 2018-06-14 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae299 app 23597071 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 49381969 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83888962 2018-06-04 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85711575 2018-06-20 戳额无额度 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 80215462 2018-06-02 纯新 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 85472976 2018-06-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 54734456 2018-06-12 发标未成交 1 19 0 0 0 0
广点通 regsourceid=dae016 app 83475074 2018-05-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84131921 2018-06-03 纯新 1 2 1 1 1 1
陌陌大额59 regsourceid=dae294 app 82335224 2018-06-16 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 51082097 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae005 app 62896150 2018-06-13 发标未成交 0 NA 0 0 0 0
运营短信营销 regsourceid=dae112 app 80843614 2018-06-10 有额未发标 1 3 0 0 0 0
广点通 regsourceid=dae054 app 48436459 2018-06-05 发标未成交 1 9 0 0 0 0
广点通 regsourceid=dae046 app 83764625 2018-05-24 纯新 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 66441830 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 71689041 2018-06-02 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 68341737 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 20960484 2018-06-09 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84322050 2018-06-02 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 39302300 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 85002169 2018-06-09 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84041850 2018-05-28 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 49718945 2018-06-22 成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb M 83377885 2018-06-10 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 75983913 2018-06-23 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 49140309 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 34267345 2018-05-20 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 85227396 2018-06-12 纯新 1 2 1 1 1 1
亿玛dsp app_feature=dae135_1052 app 32852176 2018-06-08 发标未成交 0 NA 0 0 0 1
资产大额淘钱宝 regsourceid=dae096 app 76235281 2018-05-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 71178710 2018-05-29 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84117078 2018-06-06 纯新 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 36900761 2018-05-12 成交 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 17358298 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 7281741 2018-05-19 发标未成交 1 1 1 1 1 1
广点通 regsourceid=dae012 app 84146251 2018-06-14 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae168 app 45069265 2018-06-18 发标未成交 0 NA 0 0 0 0
资产大额九格网络 regsourceid=dae100 app 59584854 2018-05-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae151 app 51440615 2018-06-16 成交 0 NA 0 0 0 0
资产大额九格网络 regsourceid=dae100 app 82452011 2018-05-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 52658230 2018-06-10 发标未成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 85485624 2018-06-16 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 82037790 2018-05-07 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 84888958 2018-06-08 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 85361873 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 83535259 2018-05-20 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 8684059 2018-06-16 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 85204522 2018-06-12 纯新 0 NA 0 0 0 1
百度SEM-MB大额 regsourceid=daebaidumb01 app 84884571 2018-06-16 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 84597842 2018-06-10 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 28036869 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83658322 2018-05-22 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 84262461 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 33225268 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae045 app 83552614 2018-05-30 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 85933413 2018-06-21 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 68898929 2018-06-17 发标未成交 0 NA 0 0 0 1
神马SEM大额 regsourceid=daeshenma M 72912339 2018-06-07 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 62951750 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 52165275 2018-06-08 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 29648439 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 82368134 2018-05-04 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae154 app 40700733 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae044 app 83701129 2018-05-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 53466714 2018-06-06 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb M 83509008 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 82498411 2018-05-15 发标未成交 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 74928911 2018-06-08 发标未成交 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 77883224 2018-06-23 纯新 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb M 83896198 2018-05-26 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 43746532 2018-06-16 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 20503605 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 45164561 2018-06-02 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 63650312 2018-05-04 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83583943 2018-06-07 发标未成交 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 32101701 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 43225696 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84278075 2018-05-31 纯新 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 68664247 2018-06-20 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 46983994 2018-06-12 成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 71490066 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 80858080 2018-06-01 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 84976766 2018-06-09 纯新 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 24452669 2018-06-15 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 36940536 2018-06-11 戳额无额度 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 17390544 2018-06-16 发标未成交 0 NA 0 0 0 0
